,Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,RolePlaying,Shooter,Simulation,Sports,Strategy
11810,11811,OK! Puzzle Stars,DS,Ubisoft,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA
11811,11812,Still Life,XB,Microids,0.05,0.02,0,0,0.07,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11812,11813,Big Mutha Truckers 2,XB,Empire Interactive,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA
11813,11814,Hang On GP,SAT,Sega,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,1995,NA,NA,NA,NA,NA
11814,11815,Goodbye Deponia,PC,Daedalic Entertainment,0,0.06,0,0.01,0.07,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11815,11816,Uprising X,PS,3DO,0.04,0.03,0,0,0.07,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11816,11817,SpongeBob's Truth or Square,X360,THQ,0.03,0.04,0,0,0.07,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11817,11818,Mega Man Xtreme 2,GB,Capcom,0,0,0.07,0,0.07,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA
11818,11819,I-Ninja,XB,Namco Bandai Games,0.05,0.02,0,0,0.07,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
11819,11820,Kengo: Legend of The 9,X360,Majesco Entertainment,0.06,0.01,0,0.01,0.07,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
11820,11821,Sigma Harmonics,DS,Square Enix,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
11821,11822,Kessen III,PS2,Tecmo Koei,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
11822,11823,Harlem Globetrotters: World Tour,DS,Zoo Digital Publishing,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
11823,11824,Summon Night,DS,Banpresto,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
11824,11825,The King of Fighters Collection: The Orochi Saga,PSP,Ignition Entertainment,0.07,0,0,0,0.07,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
11825,11826,Aero Elite: Combat Academy,PS2,Sega,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA
11826,11827,You Don't Know Jack,DS,THQ,0.07,0,0,0.01,0.07,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA
11827,11828,Damage Inc.: Pacific Squadron WWII,X360,Mad Catz,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA
11828,11829,Cartoon Network: Punch Time Explosion XL,X360,Crave Entertainment,0.07,0,0,0,0.07,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
11829,11830,Wrath Unleashed,PS2,LucasArts,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
11830,11831,Beyond Good & Evil,GC,Ubisoft,0.06,0.01,0,0,0.07,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11831,11832,Pong / Asteroids / Yars' Revenge,GBA,Zoo Digital Publishing,0.05,0.02,0,0,0.07,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA
11832,11833,Commandos 2: Men of Courage,XB,Eidos Interactive,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
11833,11834,NOëL: La Neige,PS,Pioneer LDC,0,0,0.07,0,0.07,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11834,11835,Busou Shinki: Battle Masters,PSP,Konami Digital Entertainment,0,0,0.07,0,0.07,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11835,11836,Roll Away,PS,Sony Computer Entertainment,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA,NA,NA
11836,11837,Derby Jockey: Kishou e no Michi,SNES,Asmik Corp,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
11837,11838,Harukanaru Toki no Naka de 4,PS2,Tecmo Koei,0,0,0.07,0,0.07,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11838,11839,Maximum Chase,XB,Microsoft Game Studios,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11839,11840,Mugen Souls Z,PS3,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
11840,11841,Winning Post 7 2012,PS3,Ackkstudios,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA
11841,11842,Spot Goes to Hollywood,PS,Virgin Interactive,0.04,0.03,0,0,0.07,NA,NA,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA
11842,11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Activision,0.04,0.02,0,0.01,0.07,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11843,11844,G Darius,PS,THQ,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,NA
11844,11845,Utawarerumono: Itsuwari no Kamen,PSV,Aqua Plus,0,0,0.07,0,0.07,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11845,11846,The Wolf Among Us,XOne,Telltale Games,0.05,0.02,0,0.01,0.07,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11846,11847,Mucha Lucha! Mascaritas of the Lost Code,GBA,Ubisoft,0.05,0.02,0,0,0.07,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
11847,11848,Invizimals: The Alliance,PSV,Sony Computer Entertainment,0,0.05,0,0.02,0.07,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11848,11849,Roogoo Attack!,DS,SouthPeak Games,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA
11849,11850,Disney's Planes,3DS,Disney Interactive Studios,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
11850,11851,Rugby League 3,Wii,Alternative Software,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
11851,11852,SD Gundam: Gashapon Wars,GC,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
11852,11853,Alvin and the Chipmunks,PS2,Brash Entertainment,0.04,0.03,0,0.01,0.07,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
11853,11854,Backyard Hockey,DS,Atari,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
11854,11855,River King: Mystic Valley (US sales),DS,Rising Star Games,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
11855,11856,Romance of the Three Kingdoms XI,PS2,Tecmo Koei,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
11856,11857,Digimon World Championship,DS,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
11857,11858,Lupin Sansei: Shijou Saidai no Zunousen,DS,Namco Bandai Games,0,0,0.07,0,0.07,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11858,11859,Blood Drive,PS3,Activision,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA
11859,11860,Model * Oshare Audition: Dream Girl,3DS,Alchemist,0,0,0.07,0,0.07,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA
11860,11861,Let's Paint,Wii,Zoo Games,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA
11861,11862,Squishy Tank,DS,Natsume,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA
11862,11863,Discovery Kids: Parrot Pals,DS,505 Games,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA
11863,11864,Let's Ride! Friends Forever,DS,THQ,0.07,0,0,0,0.07,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11864,11865,Archer Maclean's 3D Pool,GBA,Crave Entertainment,0.05,0.02,0,0,0.07,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA
11865,11866,Tak: The Great Juju Challenge,XB,THQ,0.05,0.02,0,0,0.07,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
11866,11867,Just Dance: Disney Party 2,X360,Ubisoft,0.05,0.01,0,0.01,0.07,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11867,11868,TMNT: Mutant Melee,GC,Konami Digital Entertainment,0.06,0.01,0,0,0.07,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
11868,11869,Pro Farm 1,PC,Excalibur Publishing,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA
11869,11870,Combat: Task Force 121,XB,Zoo Digital Publishing,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA
11870,11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,Konami Digital Entertainment,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
11871,11872,Goosebumps HorrorLand,PS2,Scholastic Inc.,0.04,0.03,0,0.01,0.07,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11872,11873,Rugby World Cup 2015,PS3,Ubisoft,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA
11873,11874,Exhibition Volume 4,XB,Microsoft Game Studios,0.05,0.02,0,0,0.07,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA
11874,11875,Petz Fantasy 3D,3DS,Ubisoft,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA
11875,11876,Viewpoint,PS,Electronic Arts,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,NA
11876,11877,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,Namco Bandai Games,0,0,0.07,0,0.07,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11877,11878,Disney's Donald Duck Advance,GBA,Ubisoft,0.05,0.02,0,0,0.07,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA
11878,11879,Dark Souls,PC,Namco Bandai Games,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
11879,11880,Stacked with Daniel Negreanu,PS2,Myelin Media,0.04,0.03,0,0.01,0.07,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
11880,11881,Hakuouki: Yuugi Roku,PSP,Idea Factory,0,0,0.07,0,0.07,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11881,11882,Circus Maximus: Chariot Wars,XB,THQ,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11882,11883,Mega Man Battle Network 5: Double Team DS (US sales),DS,Nintendo,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA
11883,11884,Kenyuu Densetsu Yaiba,SNES,Banpresto,0,0,0.07,0,0.07,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11884,11885,SNK Arcade Classics Vol. 1,Wii,Ignition Entertainment,0.06,0,0,0.01,0.07,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
11885,11886,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
11886,11887,Fantasia: Music Evolved,X360,Disney Interactive Studios,0.05,0.01,0,0.01,0.07,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA
11887,11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
11888,11889,Elements of Destruction,DS,THQ,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
11889,11890,Serious Sam: Next Encounter,PS2,Global Star,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA
11890,11891,Speed,Wii,Unknown,0.04,0.02,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA
11891,11892,Eiken DS,DS,Rocket Company,0,0,0.07,0,0.07,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
11892,11893,Game Center CX: Arino no Chousenjou 2,DS,Namco Bandai Games,0,0,0.07,0,0.07,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11893,11894,Tom Clancy's Ghost Recon 2,GC,Ubisoft,0.06,0.01,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA
11894,11895,E.X. Troopers,3DS,Capcom,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA
11895,11896,Robocalypse,DS,Tecmo Koei,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
11896,11897,Guilty Gear Xrd -Revelator-,PS4,PQube,0.02,0,0.05,0,0.07,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA
11897,11898,Grand Kingdom,PSV,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA
11898,11899,J Legend Retsuden,3DS,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA
11899,11900,The Testament of Sherlock Holmes,PC,Focus Home Interactive,0,0.06,0,0.01,0.07,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11900,11901,Monster Racers,DS,Tecmo Koei,0.05,0,0.02,0,0.07,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA
11901,11902,The King of Fighters: Evolution,DC,SNK,0,0,0.07,0,0.07,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
11902,11903,DS Uranai Seikatsu,DS,Nintendo,0,0,0.07,0,0.07,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11903,11904,SpongeBob's Truth or Square,PSP,THQ,0.02,0.04,0,0.01,0.07,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11904,11905,Pitfall: The Lost Expedition,GBA,Activision,0.05,0.02,0,0,0.07,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
11905,11906,All-Star Baseball 2004,GBA,Acclaim Entertainment,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
11906,11907,Pac-Man and the Ghostly Adventures 2,WiiU,Namco Bandai Games,0.05,0.02,0,0.01,0.07,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11907,11908,Tom Clancy's Splinter Cell: Chaos Theory,DS,Ubisoft,0.06,0,0,0.01,0.07,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11908,11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,Namco Bandai Games,0,0,0.07,0,0.07,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11909,11910,"Flower, Sun, and Rain",DS,Rising Star Games,0.07,0,0,0.01,0.07,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11910,11911,James Cameron's Dark Angel,XB,Vivendi Games,0.05,0.02,0,0,0.07,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11911,11912,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Falcom Corporation,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
11912,11913,Moxie Girlz,DS,GameMill Entertainment,0.07,0,0,0,0.07,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA
11913,11914,Dave Mirra BMX Challenge,PSP,Oxygen Interactive,0.06,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
11914,11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,Black Bean Games,0.03,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA
11915,11916,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Midway Games,0.03,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA
11916,11917,Alexi Lalas International Soccer,PS,Take-Two Interactive,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
11917,11918,Operation Flashpoint: Red River,PC,Codemasters,0.01,0.04,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA
11918,11919,F.E.A.R. 2: Project Origin,PC,Warner Bros. Interactive Entertainment,0.01,0.05,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
11919,11920,NCAA College Football 2K3,GC,Sega,0.05,0.01,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA
11920,11921,Monster Rancher Battle Card: Episode II,PS,Tecmo Koei,0.04,0.03,0,0,0.07,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11921,11922,Karaoke Revolution Party,GC,Konami Digital Entertainment,0.05,0.01,0,0,0.07,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA
11922,11923,Dream Trigger 3D,3DS,D3Publisher,0.04,0.02,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA
11923,11924,Make 10: A Journey of Numbers,DS,Nintendo,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA
11924,11925,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
11925,11926,Jumper: Griffin's Story,PS2,Eidos Interactive,0.03,0.03,0,0.01,0.07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11926,11927,Vampire Legends: Power of Three,DS,THQ,0.07,0,0,0,0.07,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11927,11928,Famicom Mini: Nazo no Murasame-Jou,GBA,Nintendo,0,0,0.07,0,0.07,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11928,11929,Galerians: Ash,PS2,Sammy Corporation,0.03,0.03,0,0.01,0.07,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11929,11930,Mahjong Fight Club DS: Wi-Fi Taiou,DS,Konami Digital Entertainment,0,0,0.07,0,0.07,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
11930,11931,Haunting Ground,PS2,Capcom,0.03,0.03,0,0.01,0.07,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11931,11932,"Horrid Henry: The Good, The Bad and The Bugly",3DS,Asylum Entertainment,0,0.06,0,0.01,0.07,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
11932,11933,Kane & Lynch 2: Dog Days,PC,Square Enix,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA
11933,11934,Vampire Knight DS,DS,D3Publisher,0,0,0.07,0,0.07,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11934,11935,Disney Sports Skateboarding,GBA,Konami Digital Entertainment,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA
11935,11936,Homie Rollerz,DS,Destineer,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA
11936,11937,Operation Darkness,X360,Success,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
11937,11938,Magi: The Labyrinth of Beginning,3DS,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
11938,11939,The Wolf Among Us,PSV,Telltale Games,0.05,0,0,0.02,0.07,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11939,11940,Tornado,DS,Ignition Entertainment,0.07,0,0,0,0.07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11940,11941,Fantasy Aquarium by DS,DS,Mercury Games,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
11941,11942,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,505 Games,0.07,0,0,0,0.07,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA
11942,11943,Damnation,X360,Codemasters,0.06,0.01,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
11943,11944,I Don't Have Many Friends Portable,PSP,Namco Bandai Games,0,0,0.07,0,0.07,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11944,11945,Rock Band Country Track Pack 2,PS3,MTV Games,0.07,0,0,0.01,0.07,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA
11945,11946,Fable: The Lost Chapters,PC,Microsoft Game Studios,0.01,0.05,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA
11946,11947,Loons: The Fight For Fame,XB,Atari,0.05,0.02,0,0,0.07,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11947,11948,Romance of the Three Kingdoms IX,PS2,Tecmo Koei,0.03,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
11948,11949,Second Sight,XB,Codemasters,0.05,0.02,0,0,0.07,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11949,11950,Metal Gear Solid,GB,Konami Digital Entertainment,0,0,0.07,0,0.07,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11950,11951,Totaled!,XB,Rage Software,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11951,11952,Bleach: Heat the Soul 3,PSP,Sony Computer Entertainment,0,0,0.07,0,0.07,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
11952,11953,Ecco: The Tides of Time,GEN,Sega,0,0,0.07,0,0.07,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11953,11954,Showtime Championship Boxing,Wii,Zoo Digital Publishing,0.06,0,0,0.01,0.07,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
11954,11955,Rock Band Track Pack: Classic Rock,X360,MTV Games,0.07,0,0,0.01,0.07,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11955,11956,Open Season,Wii,Ubisoft,0.06,0,0,0.01,0.07,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
11956,11957,Football Manager 2010,PC,Sega,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA
11957,11958,Dave Mirra BMX Challenge,Wii,505 Games,0.06,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
11958,11959,Machine Head,PS,Eidos Interactive,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,NA
11959,11960,Vanguard Bandits,PS,Human Entertainment,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998
11960,11961,Lost Heroes,PSP,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
11961,11962,The Legend of Heroes VII: The Trail of Zero,PSV,Falcom Corporation,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
11962,11963,Bionicle Heroes,X360,Eidos Interactive,0.05,0.01,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA
11963,11964,Shin Chan Contra ¡Los Plastas!,DS,505 Games,0,0,0.07,0,0.07,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
11964,11965,Inversion,PS3,Namco Bandai Games,0.03,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA
11965,11966,Silent Hill: Origins,PS2,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11966,11967,Blast Radius,PS,Psygnosis,0.04,0.03,0,0,0.07,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11967,11968,Zumba Fitness Core,X360,505 Games,0,0.06,0,0.01,0.07,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA
11968,11969,ESPN National Hockey Night,PS2,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA
11969,11970,Rec Room Games,DS,Destineer,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
11970,11971,Theme Park,DS,Electronic Arts,0,0.03,0.03,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA
11971,11972,Yamaha Supercross,Wii,Zoo Digital Publishing,0.05,0.01,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA
11972,11973,Pro Yaky? Spirits 2011,3DS,Konami Digital Entertainment,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
11973,11974,Microsoft Flight Simulator 2004: A Century of Flight,PC,Microsoft Game Studios,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA
11974,11975,Taz Wanted,XB,Atari,0.05,0.02,0,0,0.07,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA
11975,11976,Harry Potter and the Sorcerer's Stone,XB,Electronic Arts,0.05,0.02,0,0,0.07,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11976,11977,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,Konami Digital Entertainment,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA
